timestamp,voltage
2024-06-10 19:39:40.085,"132
"
2024-06-10 19:39:41.421,"105
"
2024-06-10 19:39:41.794,"131
"
2024-06-10 19:39:45.122,"187
"
2024-06-10 19:39:46.703,"111
"
2024-06-10 19:39:46.707,"307
"
2024-06-10 19:39:50.827,"183
"
2024-06-10 19:39:50.830,"110
"
2024-06-10 19:39:50.833,"135
"
2024-06-10 19:39:55.999,"239
"
2024-06-10 19:39:56.445,"141
"
2024-06-10 19:39:56.448,"246
"
2024-06-10 19:39:58.662,"145
"
2024-06-10 19:39:58.666,"238
"
2024-06-10 19:39:58.843,"141
"
2024-06-10 19:39:58.845,"271
"
2024-06-10 19:40:00.671,"160
"
2024-06-10 19:40:00.673,"125
"
2024-06-10 19:40:01.918,"198
"
2024-06-10 19:40:02.491,"117
"
2024-06-10 19:40:02.495,"138
"
2024-06-10 19:40:02.500,"101
"
2024-06-10 19:40:02.837,"142
"
2024-06-10 19:40:06.174,"355
"
2024-06-10 19:40:09.889,"210
"
2024-06-10 19:40:09.892,"126
"
2024-06-10 19:40:09.894,"263
"
2024-06-10 19:40:11.673,"155
"
2024-06-10 19:40:11.675,"103
"
2024-06-10 19:40:13.928,"283
"
2024-06-10 19:40:16.517,"168
"
2024-06-10 19:40:16.520,"100
"
2024-06-10 19:40:16.523,"142
"
2024-06-10 19:40:17.796,"466
"
2024-06-10 19:40:21.568,"276
"
2024-06-10 19:40:21.571,"166
"
2024-06-10 19:40:21.573,"225
"
2024-06-10 19:40:23.918,"133
"
2024-06-10 19:40:23.920,"140
"
2024-06-10 19:40:25.182,"121
"
2024-06-10 19:40:25.554,"298
"
2024-06-10 19:40:26.216,"176
"
2024-06-10 19:40:26.219,"106
"
2024-06-10 19:40:26.221,"124
"
2024-06-10 19:40:27.598,"214
"
2024-06-10 19:40:31.783,"126
"
2024-06-10 19:40:31.786,"238
"
2024-06-10 19:40:37.328,"141
"
2024-06-10 19:40:37.331,"219
"
2024-06-10 19:40:38.202,"129
"
2024-06-10 19:40:38.206,"225
"
2024-06-10 19:40:40.174,"132
"
2024-06-10 19:40:40.177,"136
"
2024-06-10 19:40:42.757,"344
"
2024-06-10 19:40:43.060,"204
"
2024-06-10 19:40:43.062,"123
"
2024-06-10 19:40:43.065,"257
"
2024-06-10 19:40:44.631,"152
"
2024-06-10 19:40:44.634,"158
"
2024-06-10 19:40:46.607,"228
"
2024-06-10 19:40:46.939,"135
"
2024-06-10 19:40:46.943,"149
"
2024-06-10 19:40:48.074,"141
"
2024-06-10 19:40:53.158,"223
"
2024-06-10 19:40:56.116,"132
"
2024-06-10 19:40:56.119,"395
"
2024-06-10 19:40:56.610,"232
"
2024-06-10 19:40:56.613,"139
"
2024-06-10 19:40:56.616,"166
"
2024-06-10 19:40:57.017,"301
"
2024-06-10 19:40:58.218,"176
"
2024-06-10 19:40:58.222,"106
"
2024-06-10 19:40:58.225,"416
"
2024-06-10 19:40:58.453,"247
"
2024-06-10 19:40:58.457,"147
"
2024-06-10 19:40:58.461,"130
"
2024-06-10 19:40:59.500,"154
"
2024-06-10 19:41:00.765,"231
"
2024-06-10 19:41:01.622,"135
"
2024-06-10 19:41:01.625,"189
"
2024-06-10 19:41:03.296,"111
"
2024-06-10 19:41:03.299,"119
"
2024-06-10 19:41:04.594,"392
"
2024-06-10 19:41:13.515,"232
"
2024-06-10 19:41:13.520,"138
"
2024-06-10 19:41:13.524,"401
"
2024-06-10 19:41:15.770,"237
"
2024-06-10 19:41:15.774,"142
"
2024-06-10 19:41:15.776,"215
"
2024-06-10 19:41:15.992,"127
"
2024-06-10 19:41:15.994,"115
"
2024-06-10 19:41:20.261,"106
"
2024-06-10 19:41:21.985,"261
"
2024-06-10 19:41:27.800,"153
"
2024-06-10 19:41:27.803,"144
"
2024-06-10 19:41:32.172,"232
"
2024-06-10 19:41:36.463,"138
"
2024-06-10 19:41:36.469,"324
"
2024-06-10 19:41:37.557,"191
"
2024-06-10 19:41:37.561,"114
"
2024-06-10 19:41:37.564,"216
"
2024-06-10 19:41:37.618,"127
"
2024-06-10 19:41:37.620,"283
"
2024-06-10 19:41:40.283,"167
"
2024-06-10 19:41:40.287,"100
"
2024-06-10 19:41:40.290,"363
"
2024-06-10 19:41:40.784,"215
"
2024-06-10 19:41:40.801,"128
"
2024-06-10 19:41:40.806,"145
"
2024-06-10 19:41:43.705,"392
"
2024-06-10 19:41:45.554,"232
"
2024-06-10 19:41:45.557,"138
"
2024-06-10 19:41:45.561,"158
"
2024-06-10 19:41:47.916,"200
"
2024-06-10 19:41:48.306,"120
"
2024-06-10 19:41:48.311,"169
"
2024-06-10 19:41:55.458,"375
"
2024-06-10 19:41:57.937,"222
"
2024-06-10 19:41:57.941,"133
"
2024-06-10 19:41:57.944,"284
"
2024-06-10 19:42:00.445,"168
"
2024-06-10 19:42:00.451,"101
"
2024-06-10 19:42:00.468,"203
"
2024-06-10 19:42:02.797,"121
"
2024-06-10 19:42:02.802,"133
"
2024-06-10 19:42:05.570,"121
"
2024-06-10 19:42:07.093,"149
"
2024-06-10 19:42:13.323,"273
"
2024-06-10 19:42:18.378,"162
"
2024-06-10 19:42:18.383,"179
"
2024-06-10 19:42:19.867,"106
"
2024-06-10 19:42:19.870,"128
"
2024-06-10 19:42:32.044,"175
"
2024-06-10 19:42:32.967,"102
"
2024-06-10 19:42:32.970,"190
"
2024-06-10 19:42:34.578,"113
"
2024-06-10 19:42:34.582,"396
"
2024-06-10 19:42:35.793,"235
"
2024-06-10 19:42:35.797,"140
"
2024-06-10 19:42:35.802,"134
"
2024-06-10 19:42:36.322,"102
"
2024-06-10 19:42:38.802,"101
"
2024-06-10 19:42:43.191,"247
"
2024-06-10 19:42:45.182,"146
"
2024-06-10 19:42:45.185,"222
"
2024-06-10 19:42:49.078,"132
"
2024-06-10 19:42:49.082,"310
"
2024-06-10 19:42:49.863,"183
"
2024-06-10 19:42:49.867,"108
"
2024-06-10 19:42:49.894,"103
"
2024-06-10 19:42:49.912,"267
"
2024-06-10 19:42:50.546,"157
"
2024-06-10 19:42:50.551,"194
"
2024-06-10 19:42:50.853,"115
"
2024-06-10 19:42:50.861,"153
"
2024-06-10 19:42:51.533,"261
"
2024-06-10 19:42:52.399,"154
"
2024-06-10 19:42:52.405,"230
"
2024-06-10 19:43:04.247,"136
"
2024-06-10 19:43:04.251,"273
"
2024-06-10 19:43:07.685,"161
"
2024-06-10 19:43:07.689,"272
"
2024-06-10 19:43:08.398,"162
"
2024-06-10 19:43:08.401,"268
"
2024-06-10 19:43:09.840,"158
"
2024-06-10 19:43:09.845,"204
"
2024-06-10 19:43:11.972,"120
"
2024-06-10 19:43:11.974,"240
"
2024-06-10 19:43:13.206,"141
"
2024-06-10 19:43:13.209,"151
"
2024-06-10 19:43:15.989,"101
"
2024-06-10 19:43:28.349,"137
"
2024-06-10 19:43:29.275,"237
"
2024-06-10 19:43:29.463,"139
"
2024-06-10 19:43:29.467,"297
"
2024-06-10 19:43:32.115,"178
"
2024-06-10 19:43:32.122,"105
"
2024-06-10 19:43:32.126,"270
"
2024-06-10 19:43:33.948,"158
"
2024-06-10 19:43:33.950,"291
"
2024-06-10 19:43:42.903,"173
"
2024-06-10 19:43:42.906,"102
"
2024-06-10 19:43:42.910,"369
"
2024-06-10 19:43:45.927,"217
"
2024-06-10 19:43:45.932,"129
"
2024-06-10 19:43:45.937,"119
"
2024-06-10 19:43:48.733,"137
"
2024-06-10 19:43:49.328,"110
"
2024-06-10 19:43:49.338,"105
"
2024-06-10 19:43:52.591,"256
"
2024-06-10 19:43:59.273,"151
"
2024-06-10 19:43:59.276,"229
"
2024-06-10 19:44:01.352,"135
"
2024-06-10 19:44:01.357,"202
"
2024-06-10 19:44:03.552,"118
"
2024-06-10 19:44:03.555,"131
"
2024-06-10 19:44:05.550,"371
"
2024-06-10 19:44:05.759,"220
"
2024-06-10 19:44:05.762,"131
"
2024-06-10 19:44:05.764,"341
"
2024-06-10 19:44:06.781,"202
"
2024-06-10 19:44:06.785,"121
"
2024-06-10 19:44:06.791,"157
"
2024-06-10 19:44:07.108,"381
"
2024-06-10 19:44:07.826,"225
"
2024-06-10 19:44:07.829,"135
"
2024-06-10 19:44:07.833,"272
"
2024-06-10 19:44:09.874,"159
"
2024-06-10 19:44:09.887,"451
"
2024-06-10 19:44:12.842,"269
"
2024-06-10 19:44:12.845,"156
"
2024-06-10 19:44:12.850,"128
"
2024-06-10 19:44:13.694,"331
"
2024-06-10 19:44:14.376,"196
"
2024-06-10 19:44:14.379,"116
"
2024-06-10 19:44:14.382,"135
"
2024-06-10 19:44:15.837,"104
"
2024-06-10 19:44:16.602,"106
"
2024-06-10 19:44:16.645,"117
"
2024-06-10 19:44:18.873,"328
"
2024-06-10 19:44:27.685,"194
"
2024-06-10 19:44:27.690,"117
"
2024-06-10 19:44:27.694,"217
"
2024-06-10 19:44:30.158,"127
"
2024-06-10 19:44:30.163,"197
"
2024-06-10 19:44:30.362,"117
"
2024-06-10 19:44:30.367,"191
"
2024-06-10 19:44:31.134,"113
"
2024-06-10 19:44:31.139,"127
"
2024-06-10 19:44:31.655,"166
"
2024-06-10 19:44:32.320,"319
"
2024-06-10 19:44:40.906,"188
"
2024-06-10 19:44:40.909,"113
"
2024-06-10 19:44:40.912,"165
"
2024-06-10 19:44:42.425,"116
"
2024-06-10 19:44:48.895,"131
"
2024-06-10 19:44:51.427,"101
"
2024-06-10 19:44:52.425,"188
"
2024-06-10 19:44:55.711,"111
"
2024-06-10 19:44:55.714,"206
"
2024-06-10 19:44:56.972,"121
"
2024-06-10 19:44:56.975,"220
"
2024-06-10 19:44:57.011,"131
"
2024-06-10 19:44:57.015,"149
"
2024-06-10 19:44:57.444,"312
"
2024-06-10 19:44:58.372,"185
"
2024-06-10 19:44:58.378,"109
"
2024-06-10 19:44:58.382,"314
"
2024-06-10 19:44:59.896,"185
"
2024-06-10 19:44:59.899,"110
"
2024-06-10 19:44:59.903,"255
"
2024-06-10 19:45:00.653,"151
"
2024-06-10 19:45:00.656,"138
"
2024-06-10 19:45:06.252,"319
"
2024-06-10 19:45:07.539,"189
"
2024-06-10 19:45:07.543,"112
"
2024-06-10 19:45:07.546,"189
"
2024-06-10 19:45:08.088,"110
"
2024-06-10 19:45:08.091,"314
"
2024-06-10 19:45:10.350,"186
"
2024-06-10 19:45:10.361,"112
"
2024-06-10 19:45:10.369,"253
"
2024-06-10 19:45:15.655,"149
"
2024-06-10 19:45:15.658,"100
"
2024-06-10 19:45:16.835,"280
"
2024-06-10 19:45:18.557,"166
"
2024-06-10 19:45:18.562,"294
"
2024-06-10 19:45:21.240,"173
"
2024-06-10 19:45:21.243,"104
"
2024-06-10 19:45:21.247,"204
"
2024-06-10 19:45:21.623,"120
"
2024-06-10 19:45:21.629,"309
"
2024-06-10 19:45:21.986,"183
"
2024-06-10 19:45:21.989,"110
"
2024-06-10 19:45:21.992,"149
"
2024-06-10 19:45:24.957,"411
"
2024-06-10 19:45:27.005,"245
"
2024-06-10 19:45:27.009,"146
"
2024-06-10 19:45:27.025,"300
"
2024-06-10 19:45:32.240,"178
"
2024-06-10 19:45:32.243,"105
"
2024-06-10 19:45:32.246,"102
"
2024-06-10 19:45:40.194,"231
"
2024-06-10 19:45:41.467,"136
"
2024-06-10 19:45:41.470,"158
"
2024-06-10 19:45:43.064,"211
"
2024-06-10 19:45:44.787,"124
"
2024-06-10 19:45:44.790,"158
"
2024-06-10 19:45:44.884,"384
"
2024-06-10 19:45:45.001,"227
"
2024-06-10 19:45:45.004,"135
"
2024-06-10 19:45:45.007,"224
"
2024-06-10 19:45:46.685,"132
"
2024-06-10 19:45:46.687,"279
"
2024-06-10 19:45:46.847,"163
"
2024-06-10 19:45:46.850,"369
"
2024-06-10 19:45:47.990,"218
"
2024-06-10 19:45:47.993,"130
"
2024-06-10 19:45:47.996,"138
"
2024-06-10 19:45:50.043,"125
"
